OPIS Truckstop ID,Truckstop Name,Address,City,State,Rack ID,Retail Price,latitude,longitude
67439,LOVES TRAVEL STOPS #380,US-287/SR-114,Rhome,TX,630,3.089000,33.0646641,-97.5140371
67439,LOVES TRAVEL STOP #380,US-287/SR-114,Rhome,TX,630,3.161000,33.0646641,-97.5140371
67440,PILOT TRAVEL CENTERS #503,"I-79, EXIT 146 & CR-77",Morgantown,WV,165,4.059000,,
67442,PILOT #4598,I-75 EXIT 56,Niota,TN,285,3.599000,,
67443,PILOT #4599,"I-24, EXIT 135",Monteagle,TN,285,3.335667,,
67453,PETRO-CANADA,HWY 63 N,Fort Mcmurray,AB,85,3.953690,,
67453,PETRO-CANADA,HWY 63 N,Fort Mcmurray,AB,85,3.904575,,
67453,PETRO-CANADA,HWY 63 N,Fort Mcmurray,AB,85,3.903999,,
67453,PETRO-CANADA,HWY 63 N,Fort Mcmurray,AB,85,3.811571,,
67453,PETRO-CANADA,HWY 63 N,Fort Mcmurray,AB,85,3.979502,,
67453,PETRO-CANADA,HWY 63 N,Fort Mcmurray,AB,85,3.813254,,
67455,PETRO-CANADA,HWY 16 E,Lloydminster,AB,80,3.950782,,
67455,PETRO-CANADA,HWY 16 E,Lloydminster,AB,80,3.959810,,
67455,PETRO-CANADA,HWY 16 E,Lloydminster,AB,80,3.952526,,
67455,PETRO-CANADA,HWY 16 E,Lloydminster,AB,80,3.960394,,
67459,PETRO-CANADA,HWY 43,Valleyview,AB,80,3.950782,,
67459,PETRO-CANADA,HWY 43,Valleyview,AB,80,3.673172,,
67459,PETRO-CANADA,HWY 43,Valleyview,AB,80,3.959810,,
67459,PETRO-CANADA,HWY 43,Valleyview,AB,80,3.675064,,
67459,PETRO-CANADA,HWY 43,Valleyview,AB,80,3.952526,,
67459,PETRO-CANADA,HWY 43,Valleyview,AB,80,3.960394,,
67460,PETRO-CANADA,HWY 1,Abbotsford,BC,800,4.229202,,
67460,PETRO-CANADA,HWY 1,Abbotsford,BC,800,4.239492,,
67460,PETRO-CANADA,HWY 1,Abbotsford,BC,800,4.099338,,
67460,PETRO-CANADA,HWY 1,Abbotsford,BC,800,4.231069,,
67463,PETRO-CANADA,"HWY 1, EXIT 109 N",Chilliwack,BC,800,4.323221,,
67463,PETRO-CANADA,"HWY 1, EXIT 109 N",Chilliwack,BC,800,4.257983,,
67463,PETRO-CANADA,"HWY 1, EXIT 109 N",Chilliwack,BC,800,4.009415,,
67463,PETRO-CANADA,"HWY 1, EXIT 109 N",Chilliwack,BC,800,4.350489,,
67463,PETRO-CANADA,"HWY 1, EXIT 109 N",Chilliwack,BC,800,4.257044,,
67463,PETRO-CANADA,"HWY 1, EXIT 109 N",Chilliwack,BC,800,4.314632,,
67469,PETRO-CANADA,HWY 1 N,Brandon,MB,900,3.563614,,
67469,PETRO-CANADA,HWY 1 N,Brandon,MB,900,3.737116,,
67469,PETRO-CANADA,HWY 1 N,Brandon,MB,900,3.700203,,
67469,PETRO-CANADA,HWY 1 N,Brandon,MB,900,3.729691,,
67469,PETRO-CANADA,HWY 1 N,Brandon,MB,900,3.645324,,
67469,PETRO-CANADA,HWY 1 N,Brandon,MB,900,3.736565,,
67476,PETRO-CANADA,"HWY 401, EXIT 275 N",Kitchener,ON,430,3.393941,,
67476,PETRO-CANADA,"HWY 401, EXIT 275 N",Kitchener,ON,430,3.395440,,
67476,PETRO-CANADA,"HWY 401, EXIT 275 N",Kitchener,ON,430,3.340714,,
67476,PETRO-CANADA,"HWY 401, EXIT 275 N",Kitchener,ON,430,3.338994,,
67476,PETRO-CANADA,"HWY 401, EXIT 275 N",Kitchener,ON,430,3.401697,,
67476,PETRO-CANADA,"HWY 401, EXIT 275 N",Kitchener,ON,430,3.430109,,
67477,PETRO-CANADA,HWY 7 N,Brampton,ON,720,3.449625,,
67477,PETRO-CANADA,HWY 7 N,Brampton,ON,720,3.645324,,
67477,PETRO-CANADA,HWY 7 N,Brampton,ON,720,3.485414,,
67477,PETRO-CANADA,HWY 7 N,Brampton,ON,720,3.673983,,
67477,PETRO-CANADA,HWY 7 N,Brampton,ON,720,3.709206,,
67477,PETRO-CANADA,HWY 7 N,Brampton,ON,720,3.396439,,
67478,PETRO-CANADA,HWY 601 N,Dryden,ON,900,4.063943,,
67478,PETRO-CANADA,HWY 601 N,Dryden,ON,900,3.981552,,
67478,PETRO-CANADA,HWY 601 N,Dryden,ON,900,4.071433,,
67478,PETRO-CANADA,HWY 601 N,Dryden,ON,900,4.062150,,
67478,PETRO-CANADA,HWY 601 N,Dryden,ON,900,4.072033,,
67478,PETRO-CANADA,HWY 601 N,Dryden,ON,900,3.979502,,
67484,PETRO-CANADA,HWY 1 & HWY 207,Dugald,MB,900,3.563614,,
67484,PETRO-CANADA,HWY 1 & HWY 207,Dugald,MB,900,3.737116,,
67484,PETRO-CANADA,HWY 1 & HWY 207,Dugald,MB,900,3.560993,,
67484,PETRO-CANADA,HWY 1 & HWY 207,Dugald,MB,900,3.561779,,
67484,PETRO-CANADA,HWY 1 & HWY 207,Dugald,MB,900,3.729691,,
67484,PETRO-CANADA,HWY 1 & HWY 207,Dugald,MB,900,3.736565,,
67500,PETRO-CANADA,HWY 63,Fort Mcmurray,AB,85,4.183055,,
67500,PETRO-CANADA,HWY 63,Fort Mcmurray,AB,85,4.063046,,
67500,PETRO-CANADA,HWY 63,Fort Mcmurray,AB,85,4.062150,,
67500,PETRO-CANADA,HWY 63,Fort Mcmurray,AB,85,3.904575,,
67500,PETRO-CANADA,HWY 63,Fort Mcmurray,AB,85,4.063943,,
67500,PETRO-CANADA,HWY 63,Fort Mcmurray,AB,85,3.981552,,
67503,PETRO-CANADA,HWY-43,Grande Prairie,AB,80,3.673172,,
67503,PETRO-CANADA,HWY-43,Grande Prairie,AB,80,3.932484,,
67503,PETRO-CANADA,HWY-43,Grande Prairie,AB,80,3.675064,,
67503,PETRO-CANADA,HWY-43,Grande Prairie,AB,80,3.876093,,
67506,PETRO-CANADA,"HWY 2, EXIT 268",Calgary,AB,50,4.016214,,
67506,PETRO-CANADA,"HWY 2, EXIT 268",Calgary,AB,50,4.071433,,
67506,PETRO-CANADA,"HWY 2, EXIT 268",Calgary,AB,50,3.870102,,
67506,PETRO-CANADA,"HWY 2, EXIT 268",Calgary,AB,50,3.868109,,
67506,PETRO-CANADA,"HWY 2, EXIT 268",Calgary,AB,50,4.008234,,
67506,PETRO-CANADA,"HWY 2, EXIT 268",Calgary,AB,50,3.867256,,
67508,PETRO-CANADA,HWY-15,Fort Saskatchewan,AB,80,3.728045,,
67508,PETRO-CANADA,HWY-15,Fort Saskatchewan,AB,80,3.563614,,
67508,PETRO-CANADA,HWY-15,Fort Saskatchewan,AB,80,3.932484,,
67508,PETRO-CANADA,HWY-15,Fort Saskatchewan,AB,80,3.959810,,
67508,PETRO-CANADA,HWY-15,Fort Saskatchewan,AB,80,3.868109,,
67508,PETRO-CANADA,HWY-15,Fort Saskatchewan,AB,80,3.924672,,
67540,PETRO-CANADA,"HWY-97, SMITH AVE EXIT",Quesnel,BC,850,4.591148,,
67540,PETRO-CANADA,"HWY-97, SMITH AVE EXIT",Quesnel,BC,850,4.455215,,
67540,PETRO-CANADA,"HWY-97, SMITH AVE EXIT",Quesnel,BC,850,4.602319,,
67540,PETRO-CANADA,"HWY-97, SMITH AVE EXIT",Quesnel,BC,850,4.452920,,
67540,PETRO-CANADA,"HWY-97, SMITH AVE EXIT",Quesnel,BC,850,4.593175,,
67540,PETRO-CANADA,"HWY-97, SMITH AVE EXIT",Quesnel,BC,850,4.601640,,
67543,PETRO-CANADA,HWY 97,Fort St John,BC,850,4.648883,,
67543,PETRO-CANADA,HWY 97,Fort St John,BC,850,4.232315,,
67543,PETRO-CANADA,HWY 97,Fort St John,BC,850,4.434206,,
67543,PETRO-CANADA,HWY 97,Fort St John,BC,850,4.230135,,
67543,PETRO-CANADA,HWY 97,Fort St John,BC,850,4.229202,,
67543,PETRO-CANADA,HWY 97,Fort St John,BC,850,4.351131,,
67550,PETRO-CANADA,QEW EXIT 88/89,Hamilton,ON,430,3.653387,,
67550,PETRO-CANADA,QEW EXIT 88/89,Hamilton,ON,430,3.617476,,
67550,PETRO-CANADA,QEW EXIT 88/89,Hamilton,ON,430,3.652848,,
67550,PETRO-CANADA,QEW EXIT 88/89,Hamilton,ON,430,3.619339,,
67550,PETRO-CANADA,QEW EXIT 88/89,Hamilton,ON,430,3.646128,,
67550,PETRO-CANADA,QEW EXIT 88/89,Hamilton,ON,430,3.588835,,
67556,PETRO-CANADA,"HWY 401, EXIT 611",Kingston,ON,410,3.757546,,
67556,PETRO-CANADA,"HWY 401, EXIT 611",Kingston,ON,410,3.756716,,
67556,PETRO-CANADA,"HWY 401, EXIT 611",Kingston,ON,410,3.820282,,
67556,PETRO-CANADA,"HWY 401, EXIT 611",Kingston,ON,410,3.755887,,
67556,PETRO-CANADA,"HWY 401, EXIT 611",Kingston,ON,410,3.480027,,
67556,PETRO-CANADA,"HWY 401, EXIT 611",Kingston,ON,410,3.765026,,
67560,PETRO-CANADA,"HWY-401, EXIT 320 & HWY-8",Milton,ON,970,3.393941,,
67560,PETRO-CANADA,"HWY-401, EXIT 320 & HWY-8",Milton,ON,970,3.396439,,
67560,PETRO-CANADA,"HWY-401, EXIT 320 & HWY-8",Milton,ON,970,3.458019,,
67560,PETRO-CANADA,"HWY-401, EXIT 320 & HWY-8",Milton,ON,970,3.451148,,
67560,PETRO-CANADA,"HWY-401, EXIT 320 & HWY-8",Milton,ON,970,3.457509,,
67560,PETRO-CANADA,"HWY-401, EXIT 320 & HWY-8",Milton,ON,970,3.394690,,
67566,CIRCLE K,"HWYY 407, EXIT 48",Mississauga,ON,720,3.317981,,
67566,CIRCLE K,"HWYY 407, EXIT 48",Mississauga,ON,720,3.226889,,
67566,CIRCLE K,"HWYY 407, EXIT 48",Mississauga,ON,720,3.257127,,
67566,CIRCLE K,"HWYY 407, EXIT 48",Mississauga,ON,720,3.234741,,
67566,CIRCLE K,"HWYY 407, EXIT 48",Mississauga,ON,720,3.227601,,
67566,CIRCLE K,"HWYY 407, EXIT 48",Mississauga,ON,720,3.228314,,
67568,PETRO-CANADA,"HWY 403, EXIT 109",Burlington,ON,970,3.310415,,
67568,PETRO-CANADA,"HWY 403, EXIT 109",Burlington,ON,970,3.311146,,
67568,PETRO-CANADA,"HWY 403, EXIT 109",Burlington,ON,970,3.318470,,
67568,PETRO-CANADA,"HWY 403, EXIT 109",Burlington,ON,970,3.312852,,
67568,PETRO-CANADA,"HWY 403, EXIT 109",Burlington,ON,970,3.311877,,
67570,PETRO-CANADA,"HWY-401, EXIT 328 & HWY-3",Hornby,ON,970,3.395440,,
67570,PETRO-CANADA,"HWY-401, EXIT 328 & HWY-3",Hornby,ON,970,3.338994,,
67570,PETRO-CANADA,"HWY-401, EXIT 328 & HWY-3",Hornby,ON,970,3.588835,,
67570,PETRO-CANADA,"HWY-401, EXIT 328 & HWY-3",Hornby,ON,970,3.340714,,
67570,PETRO-CANADA,"HWY-401, EXIT 328 & HWY-3",Hornby,ON,970,3.430109,,
67570,PETRO-CANADA,"HWY-401, EXIT 328 & HWY-3",Hornby,ON,970,3.429603,,
67571,PETRO-CANADA,"HWY 401, EXIT 14",Windsor,ON,620,3.373792,,
67571,PETRO-CANADA,"HWY 401, EXIT 14",Windsor,ON,620,3.402199,,
67571,PETRO-CANADA,"HWY 401, EXIT 14",Windsor,ON,620,3.366099,,
67571,PETRO-CANADA,"HWY 401, EXIT 14",Windsor,ON,620,3.534711,,
67571,PETRO-CANADA,"HWY 401, EXIT 14",Windsor,ON,620,3.452164,,
67571,PETRO-CANADA,"HWY 401, EXIT 14",Windsor,ON,620,3.311146,,
67603,FLYING J #862,"HWY 401, EXIT 268",Ayr,ON,200,4.453903,,
67603,FLYING J #862,"HWY 401, EXIT 268",Ayr,ON,200,4.462770,,
67603,FLYING J #862,"HWY 401, EXIT 268",Ayr,ON,200,4.452920,,
67603,FLYING J #862,"HWY 401, EXIT 268",Ayr,ON,200,4.451938,,
67603,FLYING J #862,"HWY 401, EXIT 268",Ayr,ON,200,4.462112,,
67603,FLYING J #862,"HWY 401, EXIT 268",Ayr,ON,200,4.455215,,
67612,FLYING J TRAVEL PLAZA #914- TOWN PUMP,"I-90, EXIT 96 & US-93/SR-200",Missoula,MT,820,3.609000,,
67613,KWIK STAR #490,"US-20, EXIT 225 & SR-27/SR-58",Cedar Falls,IA,565,3.524000,,
67614,KWIK TRIP #622,US-14 & CR-5,Byron,MN,515,3.574000,44.0284512,-92.6481899
67615,KWIK TRIP #844,US-63,Lake City,MN,515,3.549000,,
67616,KWIK TRIP #887,"US-41, EXIT 139 & SR-15",Appleton,WI,582,3.302333,,
67617,Twice Daily Convenience Store #8046,"I-24, EXIT 31 & SR-249",Joelton,TN,460,3.349000,,
67618,7-ELEVEN #40441,I-80 MM 21E,West Unity,OH,550,3.662333,,
67619,7-ELEVEN #40442,"I-80, MM 21W",West Unity,OH,550,3.662333,,
67620,LOVES TRAVEL STOP #452,"I-35, EXIT 70",Pauls Valley,OK,253,3.649000,,
67621,FLYING J TRAVEL PLAZA #925- TOWN PUMP,"I-15, EXIT 277",Great Falls,MT,815,3.635667,,
67622,LOVES TRAVEL STOP #454,"I-5/US-12, EXIT 72",Chehalis,WA,977,4.589000,,
67623,LOVES TRAVEL STOP #301,"I-90, EXIT 2",Post Falls,ID,970,3.745667,,
67624,LOVES TRAVEL STOP #300,I-70 EXIT 304,Bennett,CO,800,3.325667,,
67625,LOVES TRAVEL STOP #453,"I-10, EXIT 130 & US-231",Cottondale,FL,20,3.553000,,
67625,LOVES TRAVEL STOPS #453,"I-10, EXIT 130 & US-231",Cottondale,FL,20,3.589000,,
67626,KWIK TRIP #316,SR-15 N/SR-22 E,Hutchinson,MN,451,3.279000,,
67627,PILOT #4556,"I-75, EXIT 329",Wildwood,FL,225,3.225667,,
67627,PILOT TRAVEL CENTER #4556,"I-75, EXIT 329",Wildwood,FL,225,3.319000,,
67628,LOVES TRAVEL STOP #394,"I-65,EXIT 230",Demotte,IN,365,3.512333,,
67629,KWIK TRIP #681,"I-94, EXIT 205",Saint Michael,MN,451,3.297333,,
67630,KWIK TRIP #630,US-151/SR-32/SR-57,Chilton,WI,582,3.365667,,
67634,54 TRUCK STOP,US-54,Mullinville,KS,357,3.465667,,
67635,LOVES TRAVEL STOP #456,I-280 EXIT 1B,Perrysburg,OH,550,3.760667,,
67636,LOVES TRAVEL STOPS #258,"I-35, EXIT 183",Ottawa,KS,336,3.239000,,
67636,LOVES TRAVEL STOP #258,"I-35, EXIT 183",Ottawa,KS,336,3.263000,,
67637,Power Gas & Truck Stop,US-1/US-9/US-46 & SR-5,Palisades Park,NJ,115,3.219000,40.8502843,-73.9864825
67641,DANIEL BOONE TRAVEL CENTER,US-23 /US-421/US-58 & SR-871,Duffield,VA,405,3.557333,,
67642,GO MART FOOD STORE #103,SR-16 & CR 50/39,Ellenboro,WV,44,3.699000,,
67643,QUALITY MART #62,I-77 EXIT 82,Jonesville,NC,65,2.859000,,
67644,PARKERS #31 (DISCOUNT AVAILABLE),US-80/SR-26 & US-280,Ellabell,GA,195,3.032333,32.1970798,-81.4381437
67645,CIRCLE K #2721416,US-441 & SR-20,Gainesville,FL,75,3.899000,,
67647,BUCHS TRUCK STOP,SR-7,Steubenville,OH,542,3.692333,,
67650,VIRGINIA FAST STOP,SR-78 & SR-125,Virginia,IL,318,3.759000,39.9534271,-90.2073919
67651,SIMMONS,US-60/SR-21,Ellsinore,MO,275,3.424000,,
67652,ON THE GO TRAVEL CENTER,"I-435, EXIT 8",Kansas City,KS,400,3.999000,,
67655,CIRCLE K #2706627,"I-10, EXIT 261",Slidell,LA,725,3.189000,,
67656,KWIK TRIP #888,US-10/US-49 & SR-54,Waupaca,WI,395,3.457333,,
67657,KWIK TRIP #463,US-52/SR-60,Zumbrota,MN,515,3.524000,,
67658,MIRABITO #41,I-81 EXIT 13,Tully,NY,12,4.299000,,
67664,CEFCO #16,SR-171,Godley,TX,637,2.982333,,
67665,ALL STAR,US-75 N,Sabetha,KS,553,3.499000,,
67666,5 STAR TRUCK STOP,"I-44, EXIT 137",Oklahoma City,OK,483,2.879000,,
67668,ADVENTURE TRUCK PLAZA,SR-3185 & SR-3107,Thibodaux,LA,623,3.399000,,
67669,ONE9 #1271,SR-86,Thermal,CA,900,4.299000,,
67669,CHEVRON DBA ONE9 #1271,SR-86,Thermal,CA,900,4.259000,,
67676,VALERO,"I-530/US-65, EXIT 34 & SR-365",White Hall,AR,695,3.165667,,
67677,BIGGAS TRUCK STOP,US-190/SR-6 & FM-2818,Bryan,TX,670,3.199000,,
67678,7-ELEVEN #40301,I-90/I-80,Genoa,OH,550,3.662333,,
67682,CASEYS #2739,1323 E MAIN ST,Beloit,KS,336,3.359000,39.4587777,-98.0927496
67683,CASEYS #2734,"I-80, EXIT 222",Cozad,NE,330,3.032333,,
67684,CASEYS #2490,"I-35, EXIT 124 & US-69",Story City,IA,320,3.062333,,
67685,CASEYS #2792,"I-380/US-218, EXIT 13",Cedar Rapids,IA,380,3.499000,,
67686,CASEYS #2956,"I-315/US-81, EXIT 40",Hesston,KS,570,3.199000,,
67690,CEFCO #64,ST RT 14,Mexia,TX,765,3.099000,,
67695,MOREHEAD TRUCKSTOP,"I-64, EXIT 133 & SR- 801",Morehead,KY,255,3.599000,38.1379427,-83.5493056
67697,FLORENCE TRAVEL PLAZA,"I-95, EXIT 150",Timmonsville,SC,42,3.999000,,
67698,FRONTIER TRAVEL CENTER,US-12 & US-85,Bowman,ND,807,3.532333,,
67699,GAP FARMS TRAVEL CENTER,"I-20, EXIT 69 & SR-151",Arcadia,LA,590,3.249000,,
67701,MARATHON,"I-94, EXIT 331",Casselton,ND,341,3.315667,,
67702,SPEEDWAY #6539,US-41/SR-45 & SR-52,Land O Lakes,FL,225,3.495667,,
67703,SPEEDWAY #6880,CR-611,Clearwater,FL,225,3.377333,,
67705,CITGO,US-1,North Brunswick,NJ,115,3.185667,,
67706,SPEEDWAY #3495,US-1/9,Elizabeth,NJ,115,3.599000,40.6468618,-74.1898723
67707,SPEEDWAY #3503,"I-95, EXIT 13 & I-278/US-1/US-9",Linden,NJ,115,3.429000,,
67711,HOUMA COTEAU TRAVEL PLAZA,I-90/SR-20,Houma,LA,725,3.062333,,
67712,CASEYS #3810,"I-29, EXIT 132 & US-14",Volga,SD,530,3.279000,44.3260517,-96.9278564
67715,HUTCH'S #109,"I-40, EXIT 38",Elk City,OK,483,2.969000,,
67716,HWY 19 SCALE,"SR-19/I-35, EXIT 66",Gaylord,MN,425,3.465667,,
67718,SUNSTOP #622,SR-52 & SR-167,Hartford,AL,715,3.599000,,
67720,REFUEL #1046,"I-20, EXIT 116 & US-15",Bishopville,SC,42,3.309000,,
67721,J AND D COUNTRYSIDE MARTHON,SR-76 & SR-173,Poplar Grove,IL,520,3.499000,42.3712091,-88.8515398
67723,JET FOOD STORE #80,US-221/SR-135 & SR-206,Douglas,GA,10,3.457333,,
67724,LOVES TRAVEL STOP #458,"I-44, EXIT 88",Strafford,MO,416,3.372333,,
67726,SPEEDWAY #7909,"US-264, EXIT 73",Greenville,NC,205,3.132333,,
67727,SPEEDWAY #7907,US-264 & SR-33,Greenville,NC,205,2.944000,,
67728,SPEEDWAY #7905,SR-43 & SR-118,Vanceboro,NC,205,3.375667,35.3124560,-77.1612549
67729,SPEEDWAY #6981,US-301 BYP,Rocky Mount,NC,177,3.432333,,
67732,Quik Pik,US-275 & SR-9,West Point,NE,470,3.215667,,
67734,TROTTER TRUCK PLAZA,ST 11,Ord,NE,330,3.299000,,
67735,Fast Fuel,US-81/SR-3,Kingfisher,OK,483,3.190667,,
67736,SPEEDWAY #9855,I-10 EXIT 49,Fabens,TX,640,3.235667,,
67738,SUPER JACK TRUCK STOP,US-84,Brookhaven,MS,620,3.115667,,
67739,STRIPES #40819,SR-359,Orange Grove,TX,625,3.065667,,
67742,STRIPES 7FLEET #42514,"I-20, EXIT 138",Midland,TX,710,3.459000,,
67743,STRIPES 7FLEET #42506,US-380 & US-277,Haskell,TX,575,3.539000,33.1537210,-99.7339357
67744,STRIPES #40715,SR-107,La Villa,TX,639,3.169000,,
67745,STRIPES #40628,"I-2, EXIT 134 & US-83",Mission,TX,639,3.259000,,
67746,STRIPES #40598,I-2/US-83,Mission,TX,639,2.869000,,
67747,STRIPES 7FLEET #42424,US-87/US-190,Brady,TX,740,3.599000,,
67748,STRIPES 7FLEET #42428,"I-20 EXIT, 115",Odessa,TX,710,3.069000,,
67749,STRIPES 7FLEET #42436,I-20 EXIT 134,Midland,TX,612,3.065667,,
67750,STRIPES #40729,FM-511 & FM-802,Brownsville,TX,598,2.999000,,
67753,STRIPES #40892,SR-359 & SR-16,Hebbronville,TX,625,3.285667,,
67754,Refuel #185,US-220,Stokesdale,NC,65,3.699000,,
67755,BLUE WATER #12,"I-526, EXIT 23",Charleston,SC,42,3.232333,,
67757,KEITH'S SUPERSTORE,"I-59, I-20, EXIT 160",Meridian,MS,705,3.049000,,
67758,CLARKS PUMP N SHOP #47,SR-10/SR-9,Vanceburg,KY,312,3.599000,38.5879481,-83.3813230
67762,CEFCO #2008,US-83/US-62 & US-287,Childress,TX,770,2.915667,,
67763,SHELL,US-72,Mount Pleasant,MS,435,3.399000,,
67764,NINNEKAH TRUCK STOP,US-277/US-81 & SR-19,Ninnekah,OK,483,3.229000,34.9785659,-97.9522840
67766,STOP IN Food Store #8143,US-221/US-460 & SR-607,Montvale,VA,185,3.365667,,
67768,SHELL,US-60 & SR-657,Lewisport,KY,487,3.499000,,
67769,PETRO-CANADA,HWY 1,Whitehorse,YT,503,4.008234,,
67769,PETRO-CANADA,HWY 1,Whitehorse,YT,503,4.015622,,
67769,PETRO-CANADA,HWY 1,Whitehorse,YT,503,4.016214,,
67769,PETRO-CANADA,HWY 1,Whitehorse,YT,503,4.007350,,
67769,PETRO-CANADA,HWY 1,Whitehorse,YT,503,4.006466,,
67769,PETRO-CANADA,HWY 1,Whitehorse,YT,503,3.925827,,
67771,DUCK THRU FOOD STORE #26,"I-95, EXIT 154 & SR-308 & SR-11/SR-42",Lewiston Woodville,NC,177,3.399000,,
67772,STEVES SHELL,"I-55, EXIT 42",Brookhaven,MS,620,3.199000,,
67774,7-ELEVEN #39329,I-278/US-1,Linden,NJ,79,3.375667,,
67777,CIRCLE K #2721270,"I-95, EXIT 358B, SR-105",Jacksonville,FL,75,3.342333,,
67779,REATA PETROLEUM,I-76 & BARLOW RD,Fort Morgan,CO,800,3.439000,,
67782,SAMS MART #45,"I-40, EXIT 24 & SR-209",Waynesville,NC,405,3.599000,,
67783,RUTTERS #4,US-30 & SR-1016/2011,Wrightsville,PA,70,3.989000,,
67784,HAVANA CONVENIENCE,US-136,Havana,IL,368,3.799000,,
67787,PWI #109,"I-20, EXIT 126",Midland,TX,710,2.999000,,
67789,BEAR RIVER VALLEY CO OP,SR-13/SR-83,Corinne,UT,835,3.419000,,
67791,KINGSPORT TRUCK STOP,"I-81, EXIT 63",Kingsport,TN,405,3.899000,,
67792,CUBBYS #113,US-20/US-275,Oneill,NE,470,3.225667,42.4550130,-98.6328495
67793,PILOT TRAVEL CENTER #131,"I-35, EXIT 34",Osceola,IA,320,3.459000,,
67793,PILOT TRAVEL CENTERS #131,"I-35, EXIT 34",Osceola,IA,320,3.439000,,
67794,ROAD RANGER #181,"I-55, EXIT 90",Springfield,IL,318,3.299000,,
67794,ROAD RANGER #181,"I-55, EXIT 90",Springfield,IL,318,3.399000,,
67794,ROAD RANGER #181,"I-55, EXIT 90",Springfield,IL,318,3.409000,,
67795,ROAD RANGER #263,"I-80, EXIT 93",Ottawa,IL,520,3.219000,,
67795,ROAD RANGER #263,"I-80, EXIT 93",Ottawa,IL,520,3.239000,,
67795,ROAD RANGER #263,"I-80, EXIT 93",Ottawa,IL,520,3.399000,,
67795,ROAD RANGER #263,"I-80, EXIT 93",Ottawa,IL,520,3.339000,,
67797,CHEVRON,US-71 & SR-179,Coushatta,LA,745,3.155667,,
67798,SUNSTOP #631,SR-231/SR-53 & SR-123,Ozark,AL,20,3.599000,31.5130900,-85.6553052
67801,SUNOCO,"I-275, EXIT 42/SR-747",Cincinnati,OH,407,3.099000,,
67804,SUNSTOP #616,US-84/SR-134 & CR-1,Daleville,AL,20,3.399000,31.2106990,-85.7901960
67806,84 QUICK STOP,I-84,Brookhaven,MS,620,3.149000,,
67811,QUICK FUEL #5301,SR-360,Grand Prairie,TX,637,3.024000,,
67813,LEROY TRUCK PLAZA,"I-74, EXIT 149",Le Roy,IL,280,3.479000,,
67815,LOVES TRAVEL STOP #254,"I-70, EXIT 59 & SR-39",Mooresville,IN,375,3.929000,,
67818,LOVES TRAVEL STOP #457,"I-30/US-67/US-70, EXIT 128",Little Rock,AR,695,3.242333,,
67819,BREW #31,US-71/US-18,Spencer,IA,440,3.465667,,
67820,CIRCLE K #2723487,US-17 & SR-211,Supply,NC,245,3.289000,,
67821,FAS MART #5261,SR-9 & SR-57,Tollesboro,KY,410,3.352333,,
67822,SPINX #178 (DISCOUNT AVAILABLE),"I-385, EXIT 42 & I-85, EXIT 51B & US-25",Travelers Rest,SC,210,3.192333,,
67823,FLASH MARKET #17032,"I-555/US-63, EXIT 29 & SR-69",Trumann,AR,435,3.407333,,
67824,CIRCLE K #2723641,US-231/SR-87/SR-10/SR-53 & CR-21,Troy,AL,720,3.799000,,
67826,VALLEN MART,US-14,Volga,SD,566,3.319000,,
67827,GAS N GO,US-280/SR-27 & SR-520,Richland,GA,10,3.199000,32.0880359,-84.6673968
67829,KWIK TRIP #721,SR-19 & SR-73,Marshall,WI,420,3.497333,,
67832,Sprint Mart #45,US-278/US-45,Tupelo,MS,742,3.189000,,
67833,PETES #05,US-59 & US-400,Parsons,KS,307,3.299000,,
67835,CIRCLE K #2723782,"I-40, EXIT 38 & US-421",Greensboro,NC,65,3.082333,,
67837,PILOT TRAVEL CENTER #1054,US-183 & SR-21,Buda,TX,740,3.415667,,
67839,EL TIGRE FOOD STORE #13,SR-336,Hidalgo,TX,639,3.215667,,
67841,CIRCLE K #2723844,US-15/US-501/US-1,Sanford,NC,177,3.049000,,
67842,CIRCLE K #4707627,"I-81, EXIT 48",Watertown,NY,220,4.099000,,
67844,UNCLE WILLIES #1288,US-13,Felton,DE,243,3.219000,,
67846,CEDAR RIVER PLAZA,SR-35,Stephenson,MI,360,3.419000,,
67847,E Z PICKENS,"US-20, EXIT 275 & SR-13",Manchester,IA,335,3.579000,42.3909013,-91.4808036
67848,JEMISON EXXON,"I-65, EXIT 219 & CR-42",Jemison,AL,615,3.299000,32.9240782,-86.8619315
67849,KUM & GO #0379,US-412/ US-63 & SR-25,Black Rock,AR,435,3.199000,36.1025484,-91.0980208
67850,SMILEYS FUEL CITY,"I-64/I-81, EXIT 205 & SR-206",Raphine,VA,185,3.539000,,
67854,CircleK #2709341,US-411,Chatsworth,GA,285,3.499000,,
67855,FAS MART #5262,"I-64, EXIT 94 & SR-1958/SR-2888",Winchester,KY,410,2.907333,,
67859,PILOT #1135,US-281,Falfurrias,TX,639,3.459000,,
67860,SHELL,"I-55, EXIT 227 & SR-32",Oakland,MS,435,2.999000,,
67861,CASEYS #4308,US-34,Chariton,IA,320,3.539000,,
67862,SUNOCO TRUCK STOP,"I-70, EXIT 123 & SR-3",Spiceland,IN,375,3.399000,,
67865,PILOT TRAVEL CENTER #897,"I-95, EXIT 12B, INTERSECTION OF SR-826 & 817",Opa Locka,FL,95,3.699000,,
67865,PILOT TRAVEL CENTERS #897,"I-95, EXIT 12B, INTERSECTION OF SR-826 & 817",Opa Locka,FL,95,3.699000,,
